"","GO_terms","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Type","Protein_Name"
"1","GO:0003924",0.0226427651997437,0.99353290297649,6,200,"GTPase activity","MF","up"," cell division control protein 42-like"
"2","GO:0003924",0.0226427651997437,0.99353290297649,6,200,"GTPase activity","MF","up"," GTP-binding protein YPTC1-like"
"3","GO:0003924",0.0226427651997437,0.99353290297649,6,200,"GTPase activity","MF","up"," dnaJ homolog subfamily C member 27-like"
"4","GO:0003924",0.0226427651997437,0.99353290297649,6,200,"GTPase activity","MF","up"," tubulin beta chain-like"
"5","GO:0003924",0.0226427651997437,0.99353290297649,6,200,"GTPase activity","MF","up"," tubulin beta chain-like"
"6","GO:0003924",0.0226427651997437,0.99353290297649,6,200,"GTPase activity","MF","up"," tubulin beta chain-like"
"7","GO:0005198",0.0108012004009194,0.998301433665045,4,81,"structural molecule activity","MF","up"," tubulin beta chain-like"
"8","GO:0005198",0.0108012004009194,0.998301433665045,4,81,"structural molecule activity","MF","up"," tubulin beta chain-like"
"9","GO:0005198",0.0108012004009194,0.998301433665045,4,81,"structural molecule activity","MF","up"," tubulin beta chain-like"
"10","GO:0005198",0.0108012004009194,0.998301433665045,4,81,"structural molecule activity","MF","up"," uncharacterized"
"11","GO:0006412",0.0322874758747563,0.991308164008354,5,162,"translation","BP","up"," probable leucine--tRNA ligase, mitochondrial"
"12","GO:0006412",0.0322874758747563,0.991308164008354,5,162,"translation","BP","up"," 39S ribosomal protein L11, mitochondrial-like"
"13","GO:0006412",0.0322874758747563,0.991308164008354,5,162,"translation","BP","up"," 39S ribosomal protein L43, mitochondrial-like"
"14","GO:0006412",0.0322874758747563,0.991308164008354,5,162,"translation","BP","up"," 39S ribosomal protein L30, mitochondrial-like"
"15","GO:0006412",0.0322874758747563,0.991308164008354,5,162,"translation","BP","up"," tryptophan--tRNA ligase, mitochondrial-like"
"16","GO:0016746",0.0360598432735935,0.991791569974283,4,115,"acyltransferase activity","MF","up"," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like"
"17","GO:0016746",0.0360598432735935,0.991791569974283,4,115,"acyltransferase activity","MF","up"," lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial-like"
"18","GO:0016746",0.0360598432735935,0.991791569974283,4,115,"acyltransferase activity","MF","up"," 3-ketoacyl-CoA thiolase, mitochondrial-like"
"19","GO:0016746",0.0360598432735935,0.991791569974283,4,115,"acyltransferase activity","MF","up"," N-alpha-acetyltransferase 40-like"
"20","GO:0016874",0.0373769552059071,0.991394660917744,4,116,"ligase activity","MF","up"," tryptophan--tRNA ligase, mitochondrial-like"
"21","GO:0016874",0.0373769552059071,0.991394660917744,4,116,"ligase activity","MF","up"," glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial-like"
"22","GO:0016874",0.0373769552059071,0.991394660917744,4,116,"ligase activity","MF","up"," ubiquitin-like modifier-activating enzyme ATG7"
"23","GO:0016874",0.0373769552059071,0.991394660917744,4,116,"ligase activity","MF","up"," probable leucine--tRNA ligase, mitochondrial"
"24","GO:0022607",0.0217695985245395,0.995766848196432,4,99,"cellular component assembly","BP","up"," cilia- and flagella-associated protein 221-like"
"25","GO:0022607",0.0217695985245395,0.995766848196432,4,99,"cellular component assembly","BP","up"," centrosomal protein of 83 kDa-like"
"26","GO:0022607",0.0217695985245395,0.995766848196432,4,99,"cellular component assembly","BP","up"," microtubule-associated protein 9-like"
"27","GO:0022607",0.0217695985245395,0.995766848196432,4,99,"cellular component assembly","BP","up"," coiled-coil domain-containing protein 40-like"
"28","GO:0051276",0.0243420755307462,0.993914806722699,5,155,"chromosome organization","BP","up"," protein Red-like"
"29","GO:0051276",0.0243420755307462,0.993914806722699,5,155,"chromosome organization","BP","up"," SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5-like"
"30","GO:0051276",0.0243420755307462,0.993914806722699,5,155,"chromosome organization","BP","up"," DNA repair protein RAD50-like"
"31","GO:0051276",0.0243420755307462,0.993914806722699,5,155,"chromosome organization","BP","up"," histone H1-delta-like"
"32","GO:0051276",0.0243420755307462,0.993914806722699,5,155,"chromosome organization","BP","up"," SWI/SNF complex subunit SMARCC2-like"
"33","GO:0065003",0.0302743273937706,0.991987850262127,5,160,"protein-containing complex assembly","BP","up"," histone H1-delta-like"
"34","GO:0065003",0.0302743273937706,0.991987850262127,5,160,"protein-containing complex assembly","BP","up"," coiled-coil domain-containing protein 65-like"
"35","GO:0065003",0.0302743273937706,0.991987850262127,5,160,"protein-containing complex assembly","BP","up"," COP9 signalosome complex subunit 7b-like"
"36","GO:0065003",0.0302743273937706,0.991987850262127,5,160,"protein-containing complex assembly","BP","up"," coiled-coil domain-containing protein 39-like"
"37","GO:0065003",0.0302743273937706,0.991987850262127,5,160,"protein-containing complex assembly","BP","up"," BTB/POZ domain-containing protein KCTD6-like"
